Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,77.78%,9,7,2,0,77.78%,0:18:20,0,0.00%,0.00%,0.00%,0.00%,0:36:40
Control Plane ACL,66.67%,3,2,1,0,66.67%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
Regression,80.00%,5,4,1,0,80.00%,0:17:55,0,0.00%,0.00%,0.00%,0.00%,0:35:50
PortChannel Config Enhancements,100.00%,1,1,0,0,100.00%,0:00:25,0,0.00%,0.00%,0.00%,0.00%,0:00:50
