Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,81.82%,132,108,24,6,85.71%,3:18:45,0,3.03%,0.00%,0.00%,1.52%,6:09:54
