Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,70.51%,78,55,23,2,72.37%,1:07:03,0,0.00%,0.00%,0.00%,2.56%,2:14:06
In-Memory Debug Log,0.00%,1,0,1,0,0.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
Sanity,0.00%,1,0,1,0,0.00%,0:05:02,0,0.00%,0.00%,0.00%,0.00%,0:10:04
RIF Counters,50.00%,4,2,2,1,66.67%,0:02:08,0,0.00%,0.00%,0.00%,25.00%,0:04:16
Regression,73.53%,68,50,18,1,74.63%,0:47:06,0,0.00%,0.00%,0.00%,1.47%,1:34:12
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:12:47,0,0.00%,0.00%,0.00%,0.00%,0:25:34
