#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf.py,,,0:07:40,2023-12-29 00:56:52,0,1,0,2,Module Prolog,"V1, V2",,
2,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,2023-12-29 00:56:56,0,1,0,2,config command 'sudo sonic_installer list' failed,"V1, V2",,
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:28,2023-12-29 00:57:24,0,1,0,2,Test case passed,"V1, V2",,
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2023-12-29 00:59:14,0,1,0,2,Test case passed,"V1, V2",,
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,2023-12-29 00:59:58,0,1,0,2,Test case passed,"V1, V2",,
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:58,2023-12-29 01:06:55,0,1,0,2,Test case passed,"V1, V2",,
7,routing/VRF/test_vrf.py,,,0:00:05,2023-12-29 01:07:00,0,1,0,2,Module Epilog,"V1, V2",,
8,routing/VRF/test_vrf_scale.py,,,0:28:16,2023-12-29 01:37:05,0,1,0,2,Module Prolog,"V1, V2",,
9,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:29,2023-12-29 01:44:27,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V1, V2",,
10,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2023-12-29 01:46:33,0,1,0,2,Test case passed,"V1, V2",,
11,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:44,2023-12-29 01:56:16,0,1,0,2,Test case passed,"V1, V2",,
12,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:36,2023-12-29 02:09:52,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V1, V2",,
13,routing/VRF/test_vrf_scale.py,,,0:00:05,2023-12-29 02:09:57,0,1,0,2,Module Epilog,"V1, V2",,
14,sanity/test_sanity_l3.py,,,0:02:09,2023-12-29 02:16:36,0,1,0,2,Module Prolog,"V1, V2",,
15,sanity/test_sanity_l3.py,test_l2_to_l3_port,Fail,0:00:55,2023-12-29 02:17:25,0,1,0,2,Failed to port L2 config to L3 config,"V1, V2",,
16,sanity/test_sanity_l3.py,,,0:00:17,2023-12-29 02:17:41,0,1,0,2,Module Epilog,"V1, V2",,
17,routing/BGP/test_bgp_rr_traffic.py,,,0:05:13,2023-12-29 02:25:05,0,1,0,2,Module Prolog,"V1, V2",,
18,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,Pass,0:02:36,2023-12-29 02:27:35,0,1,0,2,Test case passed,"V1, V2",,
19,routing/BGP/test_bgp_rr_traffic.py,,,0:00:53,2023-12-29 02:28:27,0,1,0,2,Module Epilog,"V1, V2",,
