#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,FtOpSoSwLagFn042,Pass,Mapped,2024-01-04 01:11:33,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V3, V4",
2,Regression,FtOpSoSwLagFn041,Pass,Mapped,2024-01-04 01:11:33,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V3, V4",
3,PortChannel Config Enhancements,FtOpSoSwPominFn007,Pass,Mapped,2024-01-04 01:11:57,Test case passed,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V3, V4",
4,Regression,ft_ssh_service_disable,Pass,Mapped,2024-01-04 01:18:32,Test case passed,test_ft_ssh_service_disable,system/test_ssh.py,"V3, V4",
5,Regression,ft_ssh_add_user_verify,Fail,Mapped,2024-01-04 01:29:08,Test case Failed.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
6,Control Plane ACL,test_ft_controlplane_acl_service_sshv4,Pass,SubTest,2024-01-04 01:29:08,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
7,Control Plane ACL,test_ft_controlplane_acl_service_sshv6,Pass,SubTest,2024-01-04 01:29:08,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
8,Control Plane ACL,test_ft_controlplane_acl_service_snmp,Fail,SubTest,2024-01-04 01:29:08,SNMP output is not found after walk of with control plane ACL service SNMP after reboot OID,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
9,Regression,CETA_SONIC_67575,Pass,Mapped,2024-01-04 01:29:31,Test case passed,test_ft_verify_logs_at_the_time_of_ssh_login_success,system/test_ssh.py,"V3, V4",
10,Regression,FtOpSoSyInIpFn002,DUTFail,Mapped,2024-01-04 01:37:12,Error response from daemon: Container is not running,test_ft_port_fn_verify_shut_noshut,system/test_interface.py,"V3, V4",
