Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,Node,TS
,62.50%,80,50,0,1:50:55,8,0,13,0:18:12,0:08:54,0:37:08,1:04:14,69.23%,65,45,16,1,0,2,0,0,1,0,0,0,0,,0
system/test_lldp.py,0.00%,16,0,0,0:18:02,1,0,2,0:04:27,0:04:34,0:00:00,0:09:01,0.00%,12,0,12,0,0,0,0,0,0,0,0,0,0,2,0
system/test_interface.py,0.00%,1,0,0,0:09:28,1,0,2,0:03:12,0:00:30,0:01:02,0:04:44,0.00%,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
security/test_tacacs.py,0,0,0,0,0:00:00,0,0,0,0:00:00,0:00:00,0:00:00,0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
system/test_ntp.py,33.33%,3,1,0,0:08:40,1,0,1,0:03:03,0:00:25,0:05:12,0:08:40,50.00%,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0
system/test_ssh.py,66.67%,6,4,0,0:30:32,1,0,2,0:03:20,0:00:53,0:11:03,0:15:16,66.67%,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0
switching/test_vlan.py,57.14%,7,4,0,0:30:16,1,0,2,0:00:40,0:00:26,0:14:02,0:15:08,75.00%,4,3,0,0,0,1,0,0,0,0,0,0,0,3,0
system/test_snmp.py,88.10%,42,37,0,0:07:07,1,0,1,0:01:46,0:00:56,0:04:25,0:07:07,90.00%,40,36,3,0,0,0,0,0,1,0,0,0,0,4,0
switching/test_portchannel.py,100.00%,3,3,0,0:05:04,1,0,2,0:00:49,0:00:35,0:01:08,0:02:32,100.00%,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
system/test_snapshot.py,50.00%,2,1,0,0:01:46,1,0,1,0:00:55,0:00:35,0:00:16,0:01:46,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0
