Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,95.83%,24,23,1,0,95.83%,1:10:22,0,0.00%,0.00%,0.00%,0.00%,2:20:44
Sanity,0.00%,1,0,1,0,0.00%,0:04:41,0,0.00%,0.00%,0.00%,0.00%,0:09:22
VRF-Lite,100.00%,21,21,0,0,100.00%,0:32:44,0,0.00%,0.00%,0.00%,0.00%,1:05:28
L3 Scale and Performance,100.00%,2,2,0,0,100.00%,0:32:57,0,0.00%,0.00%,0.00%,0.00%,1:05:54
