#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,NAT,ft_static_nat_docker_restart,Pass,Mapped,2024-01-08 00:07:07,Test case passed,test_ft_nat_docker_restart,routing/NAT/test_nat.py,V3,
2,NAT,ft_static_napt_docker_restart,Pass,Mapped,2024-01-08 00:07:07,Test case passed,test_ft_nat_docker_restart,routing/NAT/test_nat.py,V3,
3,NAT,ft_dynamic_napt_docker_restart,Pass,Mapped,2024-01-08 00:07:07,Test case passed,test_ft_nat_docker_restart,routing/NAT/test_nat.py,V3,
4,Regression,FtOpSoRtPerfFn052,Fail,Mapped,2024-01-08 00:13:11,Route table is not updated after advertising of routes on TG,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
5,L3 Performance enhancements,FtOpSoRtPerfFn026,Fail,Mapped,2024-01-08 00:13:11,Route table is not updated after advertising of routes on TG,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
6,L3 Performance enhancements,FtOpSoRtPerfFn025,Pass,SubTest,2024-01-08 00:13:11,Test case passed,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
7,Regression,FtOpSoRtPerfFn053,Pass,SubTest,2024-01-08 00:13:11,Test case passed,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,V3,
8,Regression,FtOpSoRtPerfFn055,Pass,Mapped,2024-01-08 00:14:25,Test case passed,test_cli_validation_ip_address,routing/test_l3_performance.py,V3,
9,Regression,FtOpSoRtPerfFn054,Pass,SubTest,2024-01-08 00:14:25,Test case passed,test_cli_validation_ip_address,routing/test_l3_performance.py,V3,
10,Regression,FtOpSoRtPerfFn057,Pass,Mapped,2024-01-08 00:14:47,Test case passed,test_cli_validation_bgp_router_config,routing/test_l3_performance.py,V3,
11,Regression,FtOpSoRtPerfFn056,Pass,SubTest,2024-01-08 00:14:47,Test case passed,test_cli_validation_bgp_router_config,routing/test_l3_performance.py,V3,
12,Regression,ft_ip_static_ip_on_mgmt_intrf,Pass,Mapped,2024-01-08 00:18:54,Test case passed,test_ft_ip_static_ip_on_mgmt_intrf,system/test_device_mgmt.py,V3,
13,Regression,ft_ecn_config_to_config_db_json_after_save_and_reboot,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
14,Regression,ft_ecn_config_db_to_running_config_after_save_and_reload,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
15,Regression,ft_acl_configvalues_save_reload,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
16,Regression,FtOpSoQosWredCfg001,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
17,Regression,FtOpSoQosEcnCfg001,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
18,Regression,FtOpSoQosAclCmFn002,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
19,Regression,FtOpSoQosAclCmFn001,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
20,Regression,FtFpSoQoSCoSCfg001,Pass,Mapped,2024-01-08 00:27:35,Test case passed,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,V3,
21,Regression,ft_ipv6_neighbor_static_entry,Pass,Mapped,2024-01-08 00:32:25,Test case passed,test_ft_ipv6_neighbor_entry,routing/test_ndp.py,V3,
22,Regression,ft_ipv6_ndp_clear_cache,Pass,Mapped,2024-01-08 00:32:25,Test case passed,test_ft_ipv6_neighbor_entry,routing/test_ndp.py,V3,
23,Regression,ft_ipv6_neighbor_entry,Pass,Mapped,2024-01-08 00:32:25,Test case passed,test_ft_ipv6_neighbor_entry,routing/test_ndp.py,V3,
24,Regression,ft_arp_dynamic_renew_traffic_test,Pass,Mapped,2024-01-08 00:37:12,Test case passed,test_ft_arp_dynamic_renew_traffic_test,routing/test_arp.py,V3,
