Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,77.27%,132,102,30,2,78.46%,3:04:19,0,0.00%,0.00%,0.00%,1.52%,5:56:57
