Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,77.78%,9,7,2,0,77.78%,0:04:58,0,0.00%,0.00%,0.00%,0.00%,0:04:58
Regression,77.78%,9,7,2,0,77.78%,0:04:58,0,0.00%,0.00%,0.00%,0.00%,0:04:58
