Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,78.03%,132,103,29,2,79.23%,2:59:55,0,0.00%,0.00%,0.00%,1.52%,5:47:58
