#,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,system/test_snapshot.py,1,NE,NE,NE,NE,NE,NE
2,system/test_snmp.py,1,NE,NE,NE,NE,NE,NE
3,system/test_ntp.py,1,NE,NE,NE,NE,NE,NE
4,security/test_tacacs.py,1,NE,NE,NE,NE,NE,NE
