#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V1,reboot,normal,,,SONiC.master.440433-c0bc1d975,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot
