Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,77.03%,74,57,17,1,78.08%,1:13:52,0,0.00%,0.00%,0.00%,1.35%,2:27:44
In-Memory Debug Log,0.00%,1,0,1,0,0.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
Sanity,0.00%,1,0,1,0,0.00%,0:04:42,0,0.00%,0.00%,0.00%,0.00%,0:09:24
Regression,72.55%,51,37,14,1,74.00%,0:40:50,0,0.00%,0.00%,0.00%,1.96%,1:21:40
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:12:48,0,0.00%,0.00%,0.00%,0.00%,0:25:36
VRF-Lite,100.00%,17,17,0,0,100.00%,0:15:32,0,0.00%,0.00%,0.00%,0.00%,0:31:04
