Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,56.98%,86,49,37,2,58.33%,0:48:14,0,2.33%,0.00%,0.00%,0.00%,1:19:28
