#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,FtOpSoSwLagFn042,Pass,Mapped,2024-01-01 03:37:48,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V3, V4",
2,Regression,FtOpSoSwLagFn041,Pass,Mapped,2024-01-01 03:37:48,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V3, V4",
3,PortChannel Config Enhancements,FtOpSoSwPominFn007,Pass,Mapped,2024-01-01 03:38:10,Test case passed,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V3, V4",
4,Regression,FtOpSoSyInIpFn002,Fail,Mapped,2024-01-01 03:42:11,interface is down on DUT ['Ethernet48'],test_ft_port_fn_verify_shut_noshut,system/test_interface.py,"V3, V4",
5,Regression,ft_ssh_service_disable,Pass,Mapped,2024-01-01 03:46:44,Test case passed,test_ft_ssh_service_disable,system/test_ssh.py,"V3, V4",
6,Control Plane ACL,test_ft_controlplane_acl_service_sshv6,EnvFail,Mapped,2024-01-01 03:59:48,Console hang observed. Exiting.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
7,Control Plane ACL,test_ft_controlplane_acl_service_sshv4,EnvFail,Mapped,2024-01-01 03:59:48,Console hang observed. Exiting.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
8,Control Plane ACL,test_ft_controlplane_acl_service_snmp,EnvFail,Mapped,2024-01-01 03:59:48,Console hang observed. Exiting.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
9,Regression,ft_ssh_add_user_verify,EnvFail,Mapped,2024-01-01 03:59:48,Console hang observed. Exiting.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
10,Regression,CETA_SONIC_67575,ConfigFail,Mapped,2024-01-01 05:15:28,module configuration failed.  @5445,test_ft_verify_logs_at_the_time_of_ssh_login_success,system/test_ssh.py,"V3, V4",
