#,Module,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,routing/BGP/test_bgp_4node.py,4,NE,NE,NE,NE,NE,NE
