Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,70.51%,78,55,23,2,72.37%,1:15:03,0,0.00%,0.00%,0.00%,2.56%,2:30:06
In-Memory Debug Log,0.00%,1,0,1,0,0.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
RIF Counters,50.00%,4,2,2,1,66.67%,0:02:08,0,0.00%,0.00%,0.00%,25.00%,0:04:16
Regression,72.46%,69,50,19,1,73.53%,0:59:33,0,0.00%,0.00%,0.00%,1.45%,1:59:06
sFlow Hardening,75.00%,4,3,1,0,75.00%,0:13:22,0,0.00%,0.00%,0.00%,0.00%,0:26:44
