#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/BGP/test_bgp.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,52,48,92.31%,0:38:09
2,routing/VRF/test_vrf.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,17,15,88.24%,0:18:20
3,system/test_sflow.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,4,3,75.00%,0:11:47
