#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,system/test_device_mgmt.py,V4,UNKNOWN,VS,scapy,1,1,100.00%,0:01:15
2,qos/test_qos_save_reboot.py,V4,UNKNOWN,VS,scapy,8,8,100.00%,0:07:03
