#,Module,Function,TestCase,Nodes
1,system/test_snmp.py,test_ft_snmp_sysName,ft_snmp_sysName,
2,system/test_snmp.py,test_ft_snmp_test_syUpTime,ft_snmp_test_syUpTime,
3,system/test_snmp.py,test_ft_snmp_sysDescr,ft_snmp_sysDescr,
4,system/test_snmp.py,test_ft_snmp_mib_2,FtOpSoSySnFn008,
5,system/test_snmp.py,test_ft_snmp_if_mib_all,FtOpSoSySnFn009,
6,system/test_snmp.py,test_ft_snmp_entity_mib_all,FtOpSoSySnFn010,
7,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,FtOpSoSySnFn012,
8,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,FtOpSoSySnFn013,
9,system/test_snmp.py,test_ft_snmp_root_node_walk,FtOpSoSySnFn015,
10,system/test_snmp.py,test_ft_snmp_ipAddressRowStatus_ipv6,FtOpSoSySnFn016,
11,system/test_snmp.py,test_ft_snmp_ipAddressStorageType_ipv6,FtOpSoSySnFn017,
12,system/test_snmp.py,test_ft_snmp_ipv6_If_Forward_default_HopLimit,FtOpSoSySnFn020,
13,system/test_snmp.py,test_ft_snmp_ipv6scope_index_table,FtOpSoSySnFn021,
14,system/test_snmp.py,test_ft_snmp_ip_forward_table,test_snmp_ip_forward_table,
15,system/test_snmp.py,test_ft_snmp_ifx_table,ft_snmp_ifXTable,
16,system/test_snmp.py,test_ft_snmp_ip_System_Stats_Table,ft_snmp_ip_System_Stats_Table,
17,system/test_snmp.py,test_ft_snmp_ip_IfStats_Table,ft_snmp_ip_IfStats_Table,
18,system/test_snmp.py,test_ft_snmp_ip_Address_Table,ft_snmp_ip_Address_Table,
19,system/test_snmp.py,test_ft_snmp_ip_NetToPhysical_Table,ft_snmp_ip_NetToPhysical_Table,
20,system/test_snmp.py,test_ft_snmp_icmp_Msgs,ft_snmp_icmp_Msgs,
21,system/test_snmp.py,test_ft_snmp_tcp_mib,ft_snmp_tcp_mib,
22,system/test_snmp.py,test_ft_snmp_udp_mib,ft_snmp_udp_mib,
23,system/test_snmp.py,test_ft_snmp_snmpv2_mib,ft_snmp_snmpv2_mib,
24,system/test_snmp.py,test_ft_snmp_host_resource_mib,ft_snmp_host_resource_mib,
25,system/test_snmp.py,test_ft_snmp_framework_mib,ft_snmp_framework_mib,
26,system/test_snmp.py,test_ft_snmp_mpd_mib,ft_snmp_mpd_mib,
27,system/test_snmp.py,test_ft_snmp_target_mib,ft_snmp_target_mib,
28,system/test_snmp.py,test_ft_snmp_notification_mib,ft_snmp_notification_mib,
29,system/test_snmp.py,test_ft_snmp_user_based_sm_mib,ft_snmp_user_based_sm_mib,
30,system/test_snmp.py,test_ft_snmp_view_based_acm_mib,ft_snmp_view_based_acm_mib,
31,system/test_snmp.py,test_ft_snmp_ent_physical_table,ft_snmp_ent_physical_table,
32,system/test_snmp.py,test_ft_snmp_dot3_stats_table,ft_snmp_dot3_stats_table,
33,system/test_snmp.py,test_ft_net_snmp_agent_mib,ft_net_snmp_agent_mib,
34,system/test_snmp.py,test_ft_net_snmp_vacm_mib,ft_net_snmp_vacm_mib,
