Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,86.81%,91,79,12,2,88.76%,1:13:36,0,0.00%,0.00%,0.00%,2.20%,2:27:12
In-Memory Debug Log,0.00%,1,0,1,0,0.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
RIF Counters,50.00%,4,2,2,1,66.67%,0:02:06,0,0.00%,0.00%,0.00%,25.00%,0:04:12
VRF-Lite,88.24%,17,15,2,0,88.24%,0:17:56,0,0.00%,0.00%,0.00%,0.00%,0:35:52
Regression,89.86%,69,62,7,1,91.18%,0:53:34,0,0.00%,0.00%,0.00%,1.45%,1:47:08
