Module Name,TC Pass Rate,TC Count,TC Pass,Sys Logs,CDT,FCLI,TSSH,DCNT,Prolog Time,Epilog Time,Func Time,Exec Time,Pass Rate,FCNT,Pass,Fail,Dut Fail,TGen Fail,Script Error,Not Supported,Config Fail,Env Fail,Dep Fail,Skipped,Timeout,Topo Fail,TS
,86.81%,91,79,0,2:27:12,4,0,8,0:17:13,0:02:42,0:53:41,1:13:36,87.50%,48,42,4,1,0,0,1,0,0,0,0,0,0,0
routing/test_ip.py,71.43%,21,15,0,0:19:48,1,0,2,0:02:21,0:00:28,0:07:05,0:09:54,71.43%,7,5,2,0,0,0,0,0,0,0,0,0,0,0
routing/VRF/test_vrf.py,88.24%,17,15,0,0:35:52,1,0,2,0:07:39,0:00:05,0:10:12,0:17:56,80.00%,5,4,0,1,0,0,0,0,0,0,0,0,0,0
routing/BGP/test_bgp.py,92.31%,52,48,0,1:18:00,1,0,2,0:03:53,0:01:17,0:33:50,0:39:00,91.43%,35,32,2,0,0,0,1,0,0,0,0,0,0,0
routing/BGP/test_bgp_rr_traffic.py,100.00%,1,1,0,0:13:32,1,0,2,0:03:20,0:00:52,0:02:34,0:06:46,100.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,0
