#,Node,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,gw2,Regression,ft_add_unknownvlan_interface,Pass,Mapped,2024-01-05 01:07:26,Test case passed,test_ft_add_unknownvlan_interface,switching/test_vlan.py,"V3, V4",
2,gw2,Regression,ft_vlan_delete_with_member,Pass,Mapped,2024-01-05 01:07:41,Test case passed,test_ft_vlan_delete_with_member,switching/test_vlan.py,"V3, V4",
3,gw3,Regression,FtOpSoSwLagFn042,Pass,Mapped,2024-01-05 01:08:14,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
4,gw3,Regression,FtOpSoSwLagFn041,Pass,Mapped,2024-01-05 01:08:14,Test case passed,test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
5,gw3,PortChannel Config Enhancements,FtOpSoSwPominFn007,Pass,Mapped,2024-01-05 01:08:39,Test case passed,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V1, V2",
6,gw2,Regression,ft_vlan_trunk_tagged,Pass,Mapped,2024-01-05 01:09:09,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
7,gw2,Regression,ft_show_vlan_brief,Pass,Mapped,2024-01-05 01:09:09,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
8,gw3,Regression,FtOpSoSyInIpFn002,DUTFail,Mapped,2024-01-05 01:15:58,Error response from daemon: Container is not running,test_ft_port_fn_verify_shut_noshut,system/test_interface.py,"V1, V2",
9,gw2,warmboot,ft_reboot_fdb_fast_reboot,ScriptError,Mapped,2024-01-05 01:21:19,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
10,gw2,warmboot,ft_max_vlan_save_reload,ScriptError,Mapped,2024-01-05 01:21:19,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
11,gw2,warmboot,FtOpSoSysFRFn005,ScriptError,Mapped,2024-01-05 01:21:19,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
12,gw3,Regression,ft_lldp_LocManAddrLen,Fail,Mapped,2024-01-05 01:23:58,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrLen,system/test_lldp.py,"V1, V2",
13,gw3,Regression,ft_lldp_LocManAddrlfld,Fail,Mapped,2024-01-05 01:23:58,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrlfld,system/test_lldp.py,"V1, V2",
14,gw3,Regression,ft_lldp_LocManAddrEntry,Fail,Mapped,2024-01-05 01:23:59,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrEntry,system/test_lldp.py,"V1, V2",
15,gw3,Regression,ft_lldp_ConfigManAddrEntry,Fail,Mapped,2024-01-05 01:23:59,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_ConfigManAddrEntry,system/test_lldp.py,"V1, V2",
16,gw3,Regression,ft_lldp_lldplocportid,Fail,Mapped,2024-01-05 01:23:59,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocportid,system/test_lldp.py,"V1, V2",
17,gw3,Regression,ft_lldp_lldplocsysname,Fail,Mapped,2024-01-05 01:24:00,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysname,system/test_lldp.py,"V1, V2",
18,gw3,Regression,ft_lldp_lldplocsysdesc,Fail,Mapped,2024-01-05 01:24:00,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysdesc,system/test_lldp.py,"V1, V2",
19,gw3,SNMP Agent Optimization,ft_snmp_lldp_prem_manaddr_table,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_rem_man_addr_table,system/test_lldp.py,"V1, V2",
20,gw3,Regression,FtOpSoSwlldpFn011,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
21,gw3,Regression,FtOpSoSwlldpFn010,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
22,gw3,Regression,FtOpSoSwlldpFn009,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
23,gw3,Regression,FtOpSoSwlldpFn008,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
24,gw3,Regression,FtOpSoSwlldpFn004,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
25,gw3,Regression,FtOpSoSwlldpFn013,Fail,Mapped,2024-01-05 01:24:01,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_docker_restart,system/test_lldp.py,"V1, V2",
26,gw3,Regression,lldp_verify_counters,Fail,Mapped,2024-01-05 01:24:02,module configuration failed. LLDP neighbors information is not found after polling @5445,test_lldp_verify_counters,system/test_lldp.py,"V1, V2",
27,gw3,Regression,ft_lldp_with_remote_server,Fail,Mapped,2024-01-05 01:24:02,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_with_remote_server,system/test_lldp.py,"V1, V2",
28,gw2,Regression,ft_ssh_service_disable,Pass,Mapped,2024-01-05 01:27:37,Test case passed,test_ft_ssh_service_disable,system/test_ssh.py,"V3, V4",
29,gw7,Instrumentation,ft_sf_wm_telemetry_interval,Pass,Mapped,2024-01-05 01:31:45,verification of configured telemetry interval and reset to default interval is successful,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V1,
30,gw7,Instrumentation Enhancements,ft_sf_snapshot_tam_Error_Logs,Fail,SubTest,2024-01-05 01:31:45,Error logs are getting generated on the device,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V1,
31,gw6,Regression,ft_ntp_message_log_display_with_correct_time,ScriptError,Mapped,2024-01-05 01:36:01,Exception IndexError list index out of range in file /apis/system/ntp.py at line 347,test_ft_ntp_disable_enable_with_message_log,system/test_ntp.py,V2,
32,gw6,Regression,ft_ntp_disable_ntp_enable_ntp,ScriptError,Mapped,2024-01-05 01:36:01,Exception IndexError list index out of range in file /apis/system/ntp.py at line 347,test_ft_ntp_disable_enable_with_message_log,system/test_ntp.py,V2,
33,gw6,Regression,ft_ntp_existsconfig,Pass,Mapped,2024-01-05 01:36:15,Test case passed,test_ntp_exists_config,system/test_ntp.py,V2,
34,gw7,Regression,ft_tacacsauth_enable_pamfile_created,Fail,Mapped,2024-01-05 01:37:47,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
35,gw7,Regression,ft_tacacs_ssh_login,Fail,Mapped,2024-01-05 01:37:47,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
36,gw7,Regression,ft_tacacs_single_server_for_auth,Fail,Mapped,2024-01-05 01:37:47,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
37,gw7,Regression,ft_tacacs_default_login,Fail,Mapped,2024-01-05 01:37:47,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
38,gw7,Regression,executing_server_key_in_appropriate_mode,Fail,Mapped,2024-01-05 01:37:47,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
39,gw7,Regression,auth_shared_keys ,Fail,Mapped,2024-01-05 01:37:47,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V1,
40,gw2,Regression,ft_ssh_add_user_verify,Fail,Mapped,2024-01-05 01:38:04,Test case Failed.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
41,gw2,Control Plane ACL,test_ft_controlplane_acl_service_sshv4,Pass,SubTest,2024-01-05 01:38:04,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
42,gw2,Control Plane ACL,test_ft_controlplane_acl_service_sshv6,Pass,SubTest,2024-01-05 01:38:04,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
43,gw2,Control Plane ACL,test_ft_controlplane_acl_service_snmp,Fail,SubTest,2024-01-05 01:38:04,SNMP output is not found after walk of with control plane ACL service SNMP after reboot OID,test_ft_ssh_add_user_verify,system/test_ssh.py,"V3, V4",
44,gw2,Regression,CETA_SONIC_67575,Pass,Mapped,2024-01-05 01:38:29,Test case passed,test_ft_verify_logs_at_the_time_of_ssh_login_success,system/test_ssh.py,"V3, V4",
