Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,68.60%,86,59,27,23,93.65%,1:37:00,0,26.74%,0.00%,0.00%,0.00%,2:50:01
