#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,routing/NAT/test_nat.py,V1,UNKNOWN,VS,scapy,3,3,100.00%,0:02:34
2,qos/test_qos_save_reboot.py,V1,UNKNOWN,VS,scapy,8,8,100.00%,0:07:04
3,system/test_device_mgmt.py,V1,UNKNOWN,VS,scapy,1,1,100.00%,0:01:41
