#,Module,Function,TestCase,Nodes
1,switching/test_vlan.py,test_ft_add_unknownvlan_interface,ft_add_unknownvlan_interface,
2,switching/test_vlan.py,test_ft_vlan_delete_with_member,ft_vlan_delete_with_member,
3,switching/test_vlan.py,test_ft_vlan_trunk_tagged,ft_show_vlan_brief,
4,switching/test_vlan.py,test_ft_vlan_trunk_tagged,ft_vlan_trunk_tagged,
5,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,FtOpSoSysFRFn005,
6,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,ft_max_vlan_save_reload,
7,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,ft_reboot_fdb_fast_reboot,
8,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,FtOpSoSwLagFn041,
9,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,FtOpSoSwLagFn042,
10,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,FtOpSoSwPominFn007,
11,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,FtOpSoSyInIpFn002,
12,system/test_ntp.py,test_ft_ntp_disable_enable_with_message_log,ft_ntp_disable_ntp_enable_ntp,
13,system/test_ntp.py,test_ft_ntp_disable_enable_with_message_log,ft_ntp_message_log_display_with_correct_time,
14,system/test_ntp.py,test_ntp_exists_config,ft_ntp_existsconfig,
15,system/test_ssh.py,test_ft_ssh_service_disable,ft_ssh_service_disable,
16,system/test_ssh.py,test_ft_ssh_add_user_verify,ft_ssh_add_user_verify,
17,system/test_ssh.py,test_ft_ssh_add_user_verify,test_ft_controlplane_acl_service_snmp,
18,system/test_ssh.py,test_ft_ssh_add_user_verify,test_ft_controlplane_acl_service_sshv4,
19,system/test_ssh.py,test_ft_ssh_add_user_verify,test_ft_controlplane_acl_service_sshv6,
20,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,CETA_SONIC_67575,
21,system/test_snapshot.py,test_ft_watermark_telemetry_interval,ft_sf_wm_telemetry_interval,
22,system/test_snapshot.py,test_ft_watermark_telemetry_interval,ft_sf_snapshot_tam_Error_Logs,
23,system/test_snmp.py,test_ft_snmp_sysName,ft_snmp_sysName,
24,system/test_snmp.py,test_ft_snmp_test_syUpTime,ft_snmp_test_syUpTime,
25,system/test_snmp.py,test_ft_snmp_sysDescr,ft_snmp_sysDescr,
26,system/test_snmp.py,test_ft_snmp_mib_2,FtOpSoSySnFn008,
27,system/test_snmp.py,test_ft_snmp_if_mib_all,FtOpSoSySnFn009,
28,system/test_snmp.py,test_ft_snmp_entity_mib_all,FtOpSoSySnFn010,
29,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,FtOpSoSySnFn012,
30,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,FtOpSoSySnFn013,
31,system/test_snmp.py,test_ft_snmp_root_node_walk,FtOpSoSySnFn015,
32,system/test_snmp.py,test_ft_snmp_ipAddressRowStatus_ipv6,FtOpSoSySnFn016,
33,system/test_snmp.py,test_ft_snmp_ipAddressStorageType_ipv6,FtOpSoSySnFn017,
34,system/test_snmp.py,test_ft_snmp_ipv6_If_Forward_default_HopLimit,FtOpSoSySnFn020,
35,system/test_snmp.py,test_ft_snmp_ipv6scope_index_table,FtOpSoSySnFn021,
36,system/test_snmp.py,test_ft_snmp_ip_forward_table,test_snmp_ip_forward_table,
37,system/test_snmp.py,test_ft_snmp_ifx_table,ft_snmp_ifXTable,
38,system/test_snmp.py,test_ft_snmp_ip_System_Stats_Table,ft_snmp_ip_System_Stats_Table,
39,system/test_snmp.py,test_ft_snmp_ip_IfStats_Table,ft_snmp_ip_IfStats_Table,
40,system/test_snmp.py,test_ft_snmp_ip_Address_Table,ft_snmp_ip_Address_Table,
41,system/test_snmp.py,test_ft_snmp_ip_NetToPhysical_Table,ft_snmp_ip_NetToPhysical_Table,
42,system/test_snmp.py,test_ft_snmp_icmp_Msgs,ft_snmp_icmp_Msgs,
43,system/test_snmp.py,test_ft_snmp_tcp_mib,ft_snmp_tcp_mib,
44,system/test_snmp.py,test_ft_snmp_udp_mib,ft_snmp_udp_mib,
45,system/test_snmp.py,test_ft_snmp_snmpv2_mib,ft_snmp_snmpv2_mib,
46,system/test_snmp.py,test_ft_snmp_host_resource_mib,ft_snmp_host_resource_mib,
47,system/test_snmp.py,test_ft_snmp_framework_mib,ft_snmp_framework_mib,
48,system/test_snmp.py,test_ft_snmp_mpd_mib,ft_snmp_mpd_mib,
49,system/test_snmp.py,test_ft_snmp_target_mib,ft_snmp_target_mib,
50,system/test_snmp.py,test_ft_snmp_notification_mib,ft_snmp_notification_mib,
51,system/test_snmp.py,test_ft_snmp_user_based_sm_mib,ft_snmp_user_based_sm_mib,
52,system/test_snmp.py,test_ft_snmp_view_based_acm_mib,ft_snmp_view_based_acm_mib,
53,system/test_snmp.py,test_ft_snmp_ent_physical_table,ft_snmp_ent_physical_table,
54,system/test_snmp.py,test_ft_snmp_dot3_stats_table,ft_snmp_dot3_stats_table,
55,system/test_snmp.py,test_ft_net_snmp_agent_mib,ft_net_snmp_agent_mib,
56,system/test_snmp.py,test_ft_net_snmp_vacm_mib,ft_net_snmp_vacm_mib,
57,system/test_snmp.py,test_ft_snmp_ucd_diskio_mib,ft_snmp_ucd_diskio_mib,
58,system/test_snmp.py,test_ft_snmp_ucd_la_table,ft_snmp_ucd_la_table,
59,system/test_snmp.py,test_ft_snmp_ucd_system_stats,ft_snmp_ucd_system_stats,
60,system/test_snmp.py,test_ft_snmp_dot1q_tp_fdb_port,SNMPQBr003,
61,system/test_snmp.py,test_ft_snmp_dot1q_tp_fdb_address,SNMPQBr002,
62,system/test_snmp.py,test_ft_snmp_coldstart_trap,SNMPTrap004,
63,system/test_snmp.py,test_ft_snmp_coldstart_trap,FtOpSoSysImLogFn012,
64,system/test_snmp.py,test_ft_snmp_docker_restart,FtOpSoSySnFn023,
65,system/test_lldp.py,test_ft_lldp_LocManAddrLen,ft_lldp_LocManAddrLen,
66,system/test_lldp.py,test_ft_lldp_LocManAddrlfld,ft_lldp_LocManAddrlfld,
67,system/test_lldp.py,test_ft_lldp_LocManAddrEntry,ft_lldp_LocManAddrEntry,
68,system/test_lldp.py,test_ft_lldp_ConfigManAddrEntry,ft_lldp_ConfigManAddrEntry,
69,system/test_lldp.py,test_ft_lldp_lldplocportid,ft_lldp_lldplocportid,
70,system/test_lldp.py,test_ft_lldp_lldplocsysname,ft_lldp_lldplocsysname,
71,system/test_lldp.py,test_ft_lldp_lldplocsysdesc,ft_lldp_lldplocsysdesc,
72,system/test_lldp.py,test_ft_lldp_rem_man_addr_table,ft_snmp_lldp_prem_manaddr_table,
73,system/test_lldp.py,test_ft_lldp_non_default_config,FtOpSoSwlldpFn004,
74,system/test_lldp.py,test_ft_lldp_non_default_config,FtOpSoSwlldpFn008,
75,system/test_lldp.py,test_ft_lldp_non_default_config,FtOpSoSwlldpFn009,
76,system/test_lldp.py,test_ft_lldp_non_default_config,FtOpSoSwlldpFn010,
77,system/test_lldp.py,test_ft_lldp_non_default_config,FtOpSoSwlldpFn011,
78,system/test_lldp.py,test_ft_lldp_docker_restart,FtOpSoSwlldpFn013,
79,system/test_lldp.py,test_lldp_verify_counters,lldp_verify_counters,
80,system/test_lldp.py,test_ft_lldp_with_remote_server,ft_lldp_with_remote_server,
81,security/test_tacacs.py,test_ft_tacacs_ssh_login_with_tacacs_operations,auth_shared_keys ,
