#,DUT,Name,Value,Platform,Chip,Build,Module,Function
1,V3,reboot,fast,,,SONiC.master.444338-6d3cef1a9,routing/VRF/test_vrf.py,test_VrfFun_05_50
2,V3,reboot,fast,,,SONiC.master.444338-6d3cef1a9,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_bgp_ebgp4_nbr_authentication
