#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,ft_tacacsauth_enable_pamfile_created,Fail,Mapped,2023-12-25 03:26:03,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
2,Regression,ft_tacacs_ssh_login,Fail,Mapped,2023-12-25 03:26:03,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
3,Regression,ft_tacacs_single_server_for_auth,Fail,Mapped,2023-12-25 03:26:03,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
4,Regression,ft_tacacs_default_login,Fail,Mapped,2023-12-25 03:26:03,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
5,Regression,executing_server_key_in_appropriate_mode,Fail,Mapped,2023-12-25 03:26:03,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
6,Regression,auth_shared_keys ,Fail,Mapped,2023-12-25 03:26:03,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
7,Regression,ft_snmp_sysName,Fail,Mapped,2023-12-25 03:30:53,sysname output is not in sync between system and snmp,test_ft_snmp_sysName,system/test_snmp.py,V3,
8,Regression,ft_snmp_test_syUpTime,Pass,Mapped,2023-12-25 03:30:59,Test case passed,test_ft_snmp_test_syUpTime,system/test_snmp.py,V3,
9,Regression,ft_snmp_sysDescr,Pass,Mapped,2023-12-25 03:31:07,Test case passed,test_ft_snmp_sysDescr,system/test_snmp.py,V3,
10,Regression,FtOpSoSySnFn008,Pass,Mapped,2023-12-25 03:31:18,Test case passed,test_ft_snmp_mib_2,system/test_snmp.py,V3,
11,Regression,FtOpSoSySnFn009,Pass,Mapped,2023-12-25 03:31:22,Test case passed,test_ft_snmp_if_mib_all,system/test_snmp.py,V3,
12,Regression,FtOpSoSySnFn010,Pass,Mapped,2023-12-25 03:31:27,Test case passed,test_ft_snmp_entity_mib_all,system/test_snmp.py,V3,
13,Regression,FtOpSoSySnFn013,Pass,Mapped,2023-12-25 03:31:32,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V3,
14,Regression,FtOpSoSySnFn012,Pass,Mapped,2023-12-25 03:31:32,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V3,
15,Regression,FtOpSoSySnFn015,Pass,Mapped,2023-12-25 03:31:48,Test case passed,test_ft_snmp_root_node_walk,system/test_snmp.py,V3,
16,Regression,FtOpSoSySnFn016,Pass,Mapped,2023-12-25 03:31:59,Test case passed,test_ft_snmp_ipAddressRowStatus_ipv6,system/test_snmp.py,V3,
17,Regression,FtOpSoSySnFn017,Pass,Mapped,2023-12-25 03:32:03,Test case passed,test_ft_snmp_ipAddressStorageType_ipv6,system/test_snmp.py,V3,
18,Regression,FtOpSoSySnFn020,Pass,Mapped,2023-12-25 03:32:08,Test case passed,test_ft_snmp_ipv6_If_Forward_default_HopLimit,system/test_snmp.py,V3,
19,Regression,FtOpSoSySnFn021,Pass,Mapped,2023-12-25 03:32:12,Test case passed,test_ft_snmp_ipv6scope_index_table,system/test_snmp.py,V3,
20,Regression,test_snmp_ip_forward_table,Pass,Mapped,2023-12-25 03:32:19,Test case passed,test_ft_snmp_ip_forward_table,system/test_snmp.py,V3,
21,SNMP Agent Optimization,ft_snmp_ifXTable,Pass,Mapped,2023-12-25 03:32:25,Test case passed,test_ft_snmp_ifx_table,system/test_snmp.py,V3,
22,SNMP Agent Optimization,ft_snmp_ip_System_Stats_Table,Pass,Mapped,2023-12-25 03:32:29,Test case passed,test_ft_snmp_ip_System_Stats_Table,system/test_snmp.py,V3,
23,SNMP Agent Optimization,ft_snmp_ip_IfStats_Table,Pass,Mapped,2023-12-25 03:32:34,Test case passed,test_ft_snmp_ip_IfStats_Table,system/test_snmp.py,V3,
24,SNMP Agent Optimization,ft_snmp_ip_Address_Table,Pass,Mapped,2023-12-25 03:32:39,Test case passed,test_ft_snmp_ip_Address_Table,system/test_snmp.py,V3,
25,SNMP Agent Optimization,ft_snmp_ip_NetToPhysical_Table,Pass,Mapped,2023-12-25 03:32:43,Test case passed,test_ft_snmp_ip_NetToPhysical_Table,system/test_snmp.py,V3,
26,SNMP Agent Optimization,ft_snmp_icmp_Msgs,Pass,Mapped,2023-12-25 03:32:48,Test case passed,test_ft_snmp_icmp_Msgs,system/test_snmp.py,V3,
27,SNMP Agent Optimization,ft_snmp_tcp_mib,Pass,Mapped,2023-12-25 03:33:08,Test case passed,test_ft_snmp_tcp_mib,system/test_snmp.py,V3,
28,SNMP Agent Optimization,ft_snmp_udp_mib,Pass,Mapped,2023-12-25 03:33:13,Test case passed,test_ft_snmp_udp_mib,system/test_snmp.py,V3,
29,SNMP Agent Optimization,ft_snmp_snmpv2_mib,Pass,Mapped,2023-12-25 03:33:17,Test case passed,test_ft_snmp_snmpv2_mib,system/test_snmp.py,V3,
30,SNMP Agent Optimization,ft_snmp_host_resource_mib,Pass,Mapped,2023-12-25 03:33:22,Test case passed,test_ft_snmp_host_resource_mib,system/test_snmp.py,V3,
31,SNMP Agent Optimization,ft_snmp_framework_mib,Pass,Mapped,2023-12-25 03:33:27,Test case passed,test_ft_snmp_framework_mib,system/test_snmp.py,V3,
32,SNMP Agent Optimization,ft_snmp_mpd_mib,Pass,Mapped,2023-12-25 03:33:31,Test case passed,test_ft_snmp_mpd_mib,system/test_snmp.py,V3,
33,SNMP Agent Optimization,ft_snmp_target_mib,Pass,Mapped,2023-12-25 03:33:36,Test case passed,test_ft_snmp_target_mib,system/test_snmp.py,V3,
34,SNMP Agent Optimization,ft_snmp_notification_mib,Pass,Mapped,2023-12-25 03:33:40,Test case passed,test_ft_snmp_notification_mib,system/test_snmp.py,V3,
35,SNMP Agent Optimization,ft_snmp_user_based_sm_mib,Pass,Mapped,2023-12-25 03:33:45,Test case passed,test_ft_snmp_user_based_sm_mib,system/test_snmp.py,V3,
36,SNMP Agent Optimization,ft_snmp_view_based_acm_mib,Pass,Mapped,2023-12-25 03:33:49,Test case passed,test_ft_snmp_view_based_acm_mib,system/test_snmp.py,V3,
37,SNMP Agent Optimization,ft_snmp_ent_physical_table,Pass,Mapped,2023-12-25 03:33:54,Test case passed,test_ft_snmp_ent_physical_table,system/test_snmp.py,V3,
38,SNMP Agent Optimization,ft_snmp_dot3_stats_table,Pass,Mapped,2023-12-25 03:33:58,Test case passed,test_ft_snmp_dot3_stats_table,system/test_snmp.py,V3,
39,SNMP Agent Optimization,ft_net_snmp_agent_mib,Pass,Mapped,2023-12-25 03:34:03,Test case passed,test_ft_net_snmp_agent_mib,system/test_snmp.py,V3,
40,SNMP Agent Optimization,ft_net_snmp_vacm_mib,Pass,Mapped,2023-12-25 03:34:08,Test case passed,test_ft_net_snmp_vacm_mib,system/test_snmp.py,V3,
41,SNMP Agent Optimization,ft_snmp_ucd_diskio_mib,Pass,Mapped,2023-12-25 03:34:12,Test case passed,test_ft_snmp_ucd_diskio_mib,system/test_snmp.py,V3,
42,SNMP Agent Optimization,ft_snmp_ucd_la_table,Pass,Mapped,2023-12-25 03:34:17,Test case passed,test_ft_snmp_ucd_la_table,system/test_snmp.py,V3,
43,SNMP Agent Optimization,ft_snmp_ucd_system_stats,Pass,Mapped,2023-12-25 03:34:21,Test case passed,test_ft_snmp_ucd_system_stats,system/test_snmp.py,V3,
44,SNMP MIB and Traps,SNMPQBr003,Fail,Mapped,2023-12-25 03:34:28,SNMP output is not found after walk of dot1qTpFdbPort OID,test_ft_snmp_dot1q_tp_fdb_port,system/test_snmp.py,V3,
45,SNMP MIB and Traps,SNMPQBr002,Pass,Mapped,2023-12-25 03:34:33,Test case passed,test_ft_snmp_dot1q_tp_fdb_address,system/test_snmp.py,V3,
46,In-Memory Debug Log,FtOpSoSysImLogFn012,EnvFail,Mapped,2023-12-25 03:34:51,Test case Failed Couldn't get the snmptrapd process details from snmp trap server. Please check the snmp trap server process in the server.,test_ft_snmp_coldstart_trap,system/test_snmp.py,V3,
47,SNMP MIB and Traps,SNMPTrap004,EnvFail,Mapped,2023-12-25 03:34:51,Test case Failed Couldn't get the snmptrapd process details from snmp trap server. Please check the snmp trap server process in the server.,test_ft_snmp_coldstart_trap,system/test_snmp.py,V3,
48,Regression,FtOpSoSySnFn023,Fail,Mapped,2023-12-25 03:35:07,SNMP service is not up,test_ft_snmp_docker_restart,system/test_snmp.py,V3,
