Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,83.33%,12,10,2,0,83.33%,0:10:47,0,0.00%,0.00%,0.00%,0.00%,0:10:47
L3 Performance enhancements,50.00%,2,1,1,0,50.00%,0:00:00,0,0.00%,0.00%,0.00%,0.00%,0:00:00
Regression,90.00%,10,9,1,0,90.00%,0:10:47,0,0.00%,0.00%,0.00%,0.00%,0:10:47
