#,Module,Function,DUT,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
0,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
0,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,switching/test_portchannel.py,--Module--,V3,NE,NE,NE,NE,NE,NE
2,switching/test_portchannel.py,--Module--,V4,NE,NE,NE,NE,NE,NE
0,system/test_ssh.py,test_ft_ssh_service_disable,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
0,system/test_ssh.py,test_ft_ssh_service_disable,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,system/test_ssh.py,test_ft_ssh_add_user_verify,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,system/test_ssh.py,test_ft_ssh_add_user_verify,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,system/test_ssh.py,--Module--,V3,NE,NE,NE,NE,NE,NE
2,system/test_ssh.py,--Module--,V4,NE,NE,NE,NE,NE,NE
2,batch/test_spytest_infra_1.py,test_spytest_infra_last,V3,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,batch/test_spytest_infra_1.py,test_spytest_infra_last,V4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
