Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,80.30%,132,106,26,7,84.80%,3:16:33,0,3.79%,0.00%,0.00%,1.52%,6:06:54
