#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,L3 Scale and Performance,FtRtPerfFn024,Fail,Mapped,2023-12-26 01:33:14,"Command 'show vrf' failed to give prompt, recovered using CTRL+C",test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
2,L3 Scale and Performance,FtRtPerfFn023,Fail,Mapped,2023-12-26 01:33:14,"Command 'show vrf' failed to give prompt, recovered using CTRL+C",test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
3,VRF-Lite,FtOpSoRoVrfFun052,Fail,Mapped,2023-12-26 01:33:14,"Command 'show vrf' failed to give prompt, recovered using CTRL+C",test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
4,VRF-Lite,FtOpSoRoVrfScl057,Pass,Mapped,2023-12-26 01:35:20,Test case passed,test_vrf_route_leak,routing/VRF/test_vrf_scale.py,"V1, V2",
5,VRF-Lite,FtOpSoRoVrfScl056,Pass,Mapped,2023-12-26 01:45:05,Test case passed,test_vrf_bgp,routing/VRF/test_vrf_scale.py,"V1, V2",
6,VRF-Lite,FtOpSoRoVrfScl058,Fail,Mapped,2023-12-26 01:58:43,"Command 'show vrf' failed to give prompt, recovered using CTRL+C",test_vrf_reload,routing/VRF/test_vrf_scale.py,"V1, V2",
7,Regression,FtOpSoRtIpv4Fn003,Fail,Mapped,2023-12-26 02:08:04,Test case Failed.,test_l3_v4_route_po_1,routing/test_ip.py,"V1, V2",
8,Regression,ft_ipv4_address_check ,Pass,Mapped,2023-12-26 02:08:11,Test case passed,test_ft_ping_v4_v6_vlan,routing/test_ip.py,"V1, V2",
9,Regression,ft_ipv6_address_check ,Pass,Mapped,2023-12-26 02:08:11,Test case passed,test_ft_ping_v4_v6_vlan,routing/test_ip.py,"V1, V2",
10,Regression,ft_ping_vlan ,Pass,Mapped,2023-12-26 02:08:11,Test case passed,test_ft_ping_v4_v6_vlan,routing/test_ip.py,"V1, V2",
11,Regression,CETA_SONIC_40640,Pass,Mapped,2023-12-26 02:08:33,Test case passed,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,"V1, V2",
12,Regression,ft_ip_address_check_pc,Pass,Mapped,2023-12-26 02:08:33,Test case passed,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,"V1, V2",
13,Regression,ft_ip6_address_check_pc,Pass,Mapped,2023-12-26 02:08:33,Test case passed,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,"V1, V2",
14,Regression,ft_ping6_after_ip_change,Pass,Mapped,2023-12-26 02:08:33,Test case passed,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,"V1, V2",
15,Regression,ft_ping_after_ip_change,Pass,Mapped,2023-12-26 02:08:33,Test case passed,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,"V1, V2",
16,RIF Counters,RIF_COUNT_FUNC_0031,Fail,Mapped,2023-12-26 02:09:44,traffic verification is failed,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,"V1, V2",
17,Regression,ft_ip6_static_route_traffic_forward ,Fail,Mapped,2023-12-26 02:09:44,traffic verification is failed,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,"V1, V2",
18,Regression,ft_ip6_static_route_traffic_fwd_blackhole ,Fail,Mapped,2023-12-26 02:09:44,traffic verification is failed,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,"V1, V2",
19,Regression,ft_ip6_connected_host_traffic_forward,Fail,Mapped,2023-12-26 02:09:44,traffic verification is failed,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,"V1, V2",
20,RIF Counters,RIF_COUNT_FUNC_001,Unsupported,SubTest,2023-12-26 02:09:44,rif counters update unsupported on Physical-Interface routing interface,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,"V1, V2",
21,Regression,ft_ip_static_route_traffic_forward,Pass,Mapped,2023-12-26 02:10:41,Test case passed,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,"V1, V2",
22,RIF Counters,RIF_COUNT_FUNC_001,Pass,SubTest,2023-12-26 02:10:41,rif counters update Successful on Physical_Interface routing interface,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,"V1, V2",
23,RIF Counters,RIF_COUNT_FUNC_021,Pass,SubTest,2023-12-26 02:10:41,rif counters update Successful on Phy_Shut_noShut routing interface,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,"V1, V2",
24,Regression,ft_ip6_L2_L3_translation,Pass,Mapped,2023-12-26 02:12:13,Test case passed,test_ft_ip_v4_v6_L2_L3_translation,routing/test_ip.py,"V1, V2",
25,Regression,ft_ip_L2_L3_translation,Pass,Mapped,2023-12-26 02:12:13,Test case passed,test_ft_ip_v4_v6_L2_L3_translation,routing/test_ip.py,"V1, V2",
26,Regression,ipv6_intf_order,Pass,Mapped,2023-12-26 02:12:44,Test case passed,test_ft_verify_interfaces_order,routing/test_ip.py,"V1, V2",
27,Regression,ipv4_intf_order,Pass,Mapped,2023-12-26 02:12:44,Test case passed,test_ft_verify_interfaces_order,routing/test_ip.py,"V1, V2",
28,Sanity,l2_to_l3_port,Fail,Mapped,2023-12-26 02:19:06,Failed to port L2 config to L3 config,test_l2_to_l3_port,sanity/test_sanity_l3.py,"V1, V2",
