Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,78.74%,127,100,27,9,84.75%,2:52:22,0,5.51%,0.00%,0.00%,1.57%,5:36:15
