#,Node,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,gw5,routing/test_l3_performance.py,V3,UNKNOWN,VS,scapy,8,6,75.00%,0:04:15
2,gw7,qos/test_qos_save_reboot.py,V1,UNKNOWN,VS,scapy,8,8,100.00%,0:07:42
3,gw2,routing/BGP/test_bgp.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,52,47,90.38%,0:37:28
4,gw2,routing/VRF/test_vrf.py,"V3, V4","UNKNOWN, UNKNOWN","VS, VS",scapy,17,15,88.24%,0:18:25
5,gw1,routing/BGP/test_bgp_4node.py,"V1, V2, V3, V4","UNKNOWN, UNKNOWN, UNKNOWN, UNKNOWN","VS, VS, VS, VS",scapy,6,6,100.00%,0:08:20
6,gw3,routing/VRF/test_vrf_scale.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,6,2,33.33%,1:00:54
7,gw3,routing/test_ip.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,21,15,71.43%,0:10:05
8,gw3,sanity/test_sanity_l3.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,1,0,0.00%,0:04:00
9,gw3,routing/BGP/test_bgp_rr_traffic.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,1,1,100.00%,0:08:01
