#,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,routing/VRF/test_vrf.py,test_VrfFun001_06,,0:07:43,0:00:00.000,0:02:38.392,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,0:00:00.000,0:00:01.899,0:00:00.000,0:00:00,0:00:00,0,0,config command 'sudo sonic_installer list' failed
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:28,0:00:00.000,0:00:10.853,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,0:00:00.000,0:01:37.115,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,0:00:00.000,0:00:41.988,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:57,0:00:00.000,0:00:12.374,0:00:00.000,0:06:10,0:00:00,0,0,Test case passed
7,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:28:30,0:52:52.939,0:01:17.347,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
8,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:29,0:00:00.000,0:00:01.306,0:00:00.000,0:00:05,0:00:00,1,0,Command 'show vrf' failed to give prompt  recovered using CTRL+C
9,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,0:00:00.000,0:00:48.210,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
10,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:44,0:00:00.000,0:13:10.968,0:00:00.000,0:00:10,0:00:00,0,0,Test case passed
11,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:36,0:00:00.000,0:00:13.648,0:00:00.000,0:05:35,0:00:00,1,0,Command 'show vrf' failed to give prompt  recovered using CTRL+C
12,sanity/test_sanity_l3.py,test_l2_to_l3_port,,0:02:17,0:02:15.016,0:00:42.208,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
13,sanity/test_sanity_l3.py,test_l2_to_l3_port,Fail,0:00:52,0:00:00.000,0:00:40.554,0:00:00.000,0:00:00,0:00:00,0,0,Failed to port L2 config to L3 config
14,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,,0:04:57,0:03:31.905,0:00:53.247,0:00:00.000,0:00:20,0:00:00,0,0,Module Configuration
15,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,Pass,0:02:36,0:00:00.000,0:00:09.624,0:00:00.000,0:00:25,0:01:10,0,0,Test case passed
