Feature Name,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
,72.00%,25,18,7,0,72.00%,1:31:20,0,0.00%,0.00%,0.00%,0.00%,3:02:40
L3 Scale and Performance,0.00%,2,0,2,0,0.00%,0:36:04,0,0.00%,0.00%,0.00%,0.00%,1:12:08
Sanity,0.00%,1,0,1,0,0.00%,0:03:26,0,0.00%,0.00%,0.00%,0.00%,0:06:52
VRF-Lite,80.95%,21,17,4,0,80.95%,0:43:25,0,0.00%,0.00%,0.00%,0.00%,1:26:50
Regression,100.00%,1,1,0,0,100.00%,0:08:25,0,0.00%,0.00%,0.00%,0.00%,0:16:50
