#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf.py,,,0:07:43,2024-01-07 01:18:01,0,1,0,2,Module Prolog,"V3, V4",,
2,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,2024-01-07 01:18:06,0,1,0,2,config command 'sudo sonic_installer list' failed,"V3, V4",,
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:28,2024-01-07 01:18:33,0,1,0,2,Test case passed,"V3, V4",,
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2024-01-07 01:20:24,0,1,0,2,Test case passed,"V3, V4",,
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,2024-01-07 01:21:07,0,1,0,2,Test case passed,"V3, V4",,
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:57,2024-01-07 01:28:04,0,1,0,2,Test case passed,"V3, V4",,
7,routing/VRF/test_vrf.py,,,0:00:05,2024-01-07 01:28:09,0,1,0,2,Module Epilog,"V3, V4",,
8,routing/VRF/test_vrf_scale.py,,,0:28:30,2024-01-07 01:58:31,0,1,0,2,Module Prolog,"V3, V4",,
9,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:29,2024-01-07 02:05:52,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
10,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2024-01-07 02:07:59,0,1,0,2,Test case passed,"V3, V4",,
11,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:44,2024-01-07 02:17:42,0,1,0,2,Test case passed,"V3, V4",,
12,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:36,2024-01-07 02:31:18,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
13,routing/VRF/test_vrf_scale.py,,,0:00:05,2024-01-07 02:31:23,0,1,0,2,Module Epilog,"V3, V4",,
14,sanity/test_sanity_l3.py,,,0:02:17,2024-01-07 02:38:00,0,1,0,2,Module Prolog,"V3, V4",,
15,sanity/test_sanity_l3.py,test_l2_to_l3_port,Fail,0:00:52,2024-01-07 02:38:46,0,1,0,2,Failed to port L2 config to L3 config,"V3, V4",,
16,sanity/test_sanity_l3.py,,,0:00:17,2024-01-07 02:39:02,0,1,0,2,Module Epilog,"V3, V4",,
17,routing/BGP/test_bgp_rr_traffic.py,,,0:04:57,2024-01-07 02:46:13,0,1,0,2,Module Prolog,"V3, V4",,
18,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,Pass,0:02:36,2024-01-07 02:48:43,0,1,0,2,Test case passed,"V3, V4",,
19,routing/BGP/test_bgp_rr_traffic.py,,,0:00:52,2024-01-07 02:49:35,0,1,0,2,Module Epilog,"V3, V4",,
