#,Node,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,gw4,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,,0:00:50,0:00:00.000,0:00:17.604,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,gw4,routing/test_l3_performance.py,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,Fail,0:02:02,0:00:00.000,0:00:06.755,0:00:00.000,0:00:00,0:00:00,0,0,Route table is not updated after advertising of routes on TG
3,gw4,routing/test_l3_performance.py,test_cli_validation_ip_address,Pass,0:01:25,0:00:14.633,0:00:45.175,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
4,gw4,routing/test_l3_performance.py,test_cli_validation_bgp_router_config,Pass,0:00:23,0:00:00.000,0:00:06.737,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
5,gw5,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,,0:00:29,0:00:00.000,0:00:06.150,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
6,gw5,system/test_device_mgmt.py,test_ft_ip_static_ip_on_mgmt_intrf,Pass,0:00:22,0:00:00.000,0:00:07.169,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
7,gw5,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,,0:04:17,0:02:06.401,0:00:16.689,0:00:00.000,0:00:10,0:00:00,0,0,Module Configuration
8,gw5,routing/test_ndp.py,test_ft_ipv6_neighbor_entry,Pass,0:00:17,0:00:00.000,0:00:09.078,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
9,gw7,routing/NAT/test_nat.py,test_ft_nat_docker_restart,,0:01:12,0:00:00.000,0:00:26.692,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
10,gw7,routing/NAT/test_nat.py,test_ft_nat_docker_restart,Pass,0:00:47,0:00:00.000,0:00:09.445,0:00:00.000,0:00:20,0:00:00,0,0,Test case passed
11,gw7,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,,0:05:27,0:01:53.165,0:00:54.554,0:00:00.000,0:00:15,0:00:00,0,0,Module Configuration
12,gw7,qos/test_qos_save_reboot.py,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,Pass,0:07:48,0:00:00.000,0:00:50.380,0:00:00.000,0:05:00,0:00:00,0,0,Test case passed
13,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,,0:00:51,0:00:00.000,0:00:09.947,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
14,gw6,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,Pass,0:01:00,0:00:00.000,0:00:01.839,0:00:00.000,0:00:15,0:00:10,0,0,Test case passed
15,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:26:30,0:47:11.683,0:01:16.630,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
16,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Pass,0:04:10,0:00:00.000,0:03:55.816,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
17,gw2,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:10,0:00:00.000,0:00:49.264,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
18,gw2,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:44,0:00:00.000,0:13:12.666,0:00:00.000,0:00:10,0:00:00,0,0,Test case passed
19,gw2,routing/VRF/test_vrf_scale.py,test_vrf_reload,Pass,0:04:53,0:00:00.000,0:04:26.644,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
20,gw2,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,,0:03:25,0:02:28.243,0:00:57.496,0:00:00.000,0:00:35,0:00:00,0,0,Module Configuration
21,gw2,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,Fail,0:02:28,0:00:00.000,0:00:58.231,0:00:00.000,0:00:09,0:00:00,0,0,Test case Failed.
22,gw2,system/test_sflow.py,test_ft_sflow_max_sflow_collector_config,Pass,0:00:35,0:00:00.000,0:00:13.561,0:00:00.000,0:00:07,0:00:00,0,0,Successfully verified sFlow sampling functionality.
23,gw2,system/test_sflow.py,test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow,Pass,0:05:41,0:00:00.000,0:00:22.942,0:00:00.000,0:05:00,0:00:00,0,0,Test case passed
24,gw2,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,,0:05:45,0:04:06.801,0:00:59.252,0:00:00.000,0:00:20,0:00:00,0,0,Module Configuration
25,gw2,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic::test_ft_bgp6_rr_traffic_check,Pass,0:02:36,0:00:00.000,0:00:09.744,0:00:00.000,0:00:25,0:01:10,0,0,Test case passed
26,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_route_distribution,,0:01:48,0:00:00.000,0:01:21.492,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
27,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_route_distribution,Fail,0:00:22,0:00:00.000,0:00:09.743,0:00:00.000,0:00:00,0:00:00,0,0,Fail: Route advertised by DUT1 not found on DUT3
28,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_ipv6_confed_with_rr,Fail,0:00:48,0:00:00.000,0:00:19.014,0:00:00.000,0:00:10,0:00:00,0,0,Fail: DUT4 did not learn the routes advertised by peer DUT2
29,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed::test_confed_route_distribution_with_rmap,Pass,0:00:40,0:00:00.000,0:00:16.470,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
30,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,ScriptError,0:00:41,0:00:00.000,0:00:39.208,0:00:00.000,0:00:05,0:00:00,0,0,Exception IndexError list index out of range in file /tests/routing/BGP/test_bgp_4node.py at line 690
31,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:20,0:00:00.000,0:00:56.918,0:00:00.000,0:03:00,0:00:00,0,0,Test case passed
32,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,,0:08:29,0:00:00.000,0:03:14.333,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
33,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:26,0:00:00.000,0:00:13.112,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
34,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:30,0:00:00.000,0:00:10.865,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
35,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:52,0:00:00.000,0:01:37.167,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
36,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:45,0:00:00.000,0:00:42.100,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
37,gw3,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:03:24,0:00:00.000,0:02:14.320,0:00:00.000,0:00:45,0:00:00,0,0,Test case passed
38,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_link_local_bgp,,0:06:26,0:03:57.167,0:01:26.542,0:00:00.000,0:00:40,0:00:00,0,0,Module Configuration
39,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_link_local_bgp,Pass,0:00:23,0:00:00.000,0:00:09.826,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
40,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_clear,Pass,0:00:15,0:00:00.000,0:00:03.675,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
41,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_peer_traffic_check,Pass,0:03:31,0:00:00.000,0:00:11.051,0:00:00.000,0:01:00,0:00:40,0,0,Test case passed
42,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,0:00:00.000,0:00:03.532,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
43,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:42,0:00:00.000,0:00:15.685,0:00:00.000,0:00:00,0:00:00,0,0,Test case Failed.
44,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Fail,0:01:42,0:00:00.000,0:00:15.605,0:00:00.000,0:00:00,0:00:00,0,0,Test case Failed.
45,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_bgp_route_aggregation_4byteASN,Fail,0:00:41,0:00:00.000,0:00:06.274,0:00:00.000,0:00:00,0:00:00,0,0,Test case Failed Neighbour is failed to Establish between Leaf - TG
46,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_ipv6_route_aggregation_with_as_set,Fail,0:00:55,0:00:00.000,0:00:05.714,0:00:00.000,0:00:10,0:00:00,0,0,bgp route 6002:1::0/64 info not found
47,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_dyn_nbr,Pass,0:00:35,0:00:00.000,0:00:16.265,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
48,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v6_dyn_nbr,Pass,0:00:33,0:00:00.000,0:00:16.428,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
49,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_v4_max_dyn_nbr,Fail,0:04:54,0:00:00.000,0:01:45.327,0:00:00.000,0:00:00,0:00:00,0,0,Test case Failed Failed to form BGP peering using max dynamic ipv4 neighbors
50,gw3,routing/BGP/test_bgp.py,TestBGPRif::test_ft_bgp_rmap,Pass,0:00:20,0:00:00.000,0:00:07.487,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
51,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_connected_ipv4,Fail,0:00:20,0:00:00.000,0:00:08.322,0:00:00.000,0:00:00,0:00:00,0,0,The operation is failed.
52,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_redistribute_static_ipv4,Fail,0:00:22,0:00:00.000,0:00:08.543,0:00:00.000,0:00:00,0:00:00,0,0,static on dut1 is not a subset of dut1 learned route on dut2
53,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_distribute_list_in_ipv4,Pass,0:00:16,0:00:00.000,0:00:05.245,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
54,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_filter_list_in_ipv4,Pass,0:00:16,0:00:00.000,0:00:05.240,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
55,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_prefix_list_out_ipv4,Pass,0:00:28,0:00:00.000,0:00:13.789,0:00:00.000,0:00:00,0:00:00,0,0,Test case passed
56,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter::test_default_originate_ipv4,Fail,0:00:17,0:00:00.000,0:00:05.657,0:00:00.000,0:00:00,0:00:00,0,0,default route not advertised
