#,Node,Module,Function,DUT,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
1,gw5,system/test_snmp.py,test_ft_snmp_sysName,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
2,gw5,system/test_snmp.py,test_ft_snmp_test_syUpTime,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
3,gw5,system/test_snmp.py,test_ft_snmp_sysDescr,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
4,gw5,system/test_snmp.py,test_ft_snmp_mib_2,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
5,gw5,system/test_snmp.py,test_ft_snmp_if_mib_all,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
6,gw5,system/test_snmp.py,test_ft_snmp_entity_mib_all,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
7,gw5,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
8,gw5,system/test_snmp.py,test_ft_snmp_root_node_walk,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
9,gw5,system/test_snmp.py,test_ft_snmp_ipAddressRowStatus_ipv6,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10,gw5,system/test_snmp.py,test_ft_snmp_ipAddressStorageType_ipv6,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
11,gw5,system/test_snmp.py,test_ft_snmp_ipv6_If_Forward_default_HopLimit,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
12,gw5,system/test_snmp.py,test_ft_snmp_ipv6scope_index_table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
13,gw5,system/test_snmp.py,test_ft_snmp_ip_forward_table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
14,gw5,system/test_snmp.py,test_ft_snmp_ifx_table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
15,gw5,system/test_snmp.py,test_ft_snmp_ip_System_Stats_Table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
16,gw5,system/test_snmp.py,test_ft_snmp_ip_IfStats_Table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
17,gw5,system/test_snmp.py,test_ft_snmp_ip_Address_Table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
18,gw5,system/test_snmp.py,test_ft_snmp_ip_NetToPhysical_Table,V1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
