#,Node,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,gw3,Regression,ft_add_unknownvlan_interface,Pass,Mapped,2023-12-30 02:57:48,Test case passed,test_ft_add_unknownvlan_interface,switching/test_vlan.py,"V3, V4",
2,gw3,Regression,ft_vlan_delete_with_member,Pass,Mapped,2023-12-30 02:58:00,Test case passed,test_ft_vlan_delete_with_member,switching/test_vlan.py,"V3, V4",
3,gw3,Regression,ft_vlan_trunk_tagged,Pass,Mapped,2023-12-30 02:59:26,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
4,gw3,Regression,ft_show_vlan_brief,Pass,Mapped,2023-12-30 02:59:26,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
5,gw2,Regression,FtOpSoSwLagFn042,Fail,Mapped,2023-12-30 02:59:42,"Portchannel PortChannel7 on V2 with member ['Ethernet16', 'Ethernet20'] verification failed",test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
6,gw2,Regression,FtOpSoSwLagFn041,Fail,Mapped,2023-12-30 02:59:42,"Portchannel PortChannel7 on V2 with member ['Ethernet16', 'Ethernet20'] verification failed",test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
7,gw2,PortChannel Config Enhancements,FtOpSoSwPominFn007,ConfigFail,Mapped,2023-12-30 03:00:21,pre-test configuration failed Invalid error code PortChannel Verification Failed : unknown message identifier 'PortChannel Verification Failed' @5430,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V1, V2",
8,gw3,warmboot,ft_reboot_fdb_fast_reboot,ScriptError,Mapped,2023-12-30 03:04:40,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
9,gw3,warmboot,ft_max_vlan_save_reload,ScriptError,Mapped,2023-12-30 03:04:40,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
10,gw3,warmboot,FtOpSoSysFRFn005,ScriptError,Mapped,2023-12-30 03:04:40,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
11,gw2,Regression,ft_lldp_LocManAddrLen,Fail,Mapped,2023-12-30 03:04:46,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrLen,system/test_lldp.py,"V1, V2",
12,gw2,Regression,ft_lldp_LocManAddrlfld,Fail,Mapped,2023-12-30 03:04:47,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrlfld,system/test_lldp.py,"V1, V2",
13,gw2,Regression,ft_lldp_LocManAddrEntry,Fail,Mapped,2023-12-30 03:04:47,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrEntry,system/test_lldp.py,"V1, V2",
14,gw2,Regression,ft_lldp_ConfigManAddrEntry,Fail,Mapped,2023-12-30 03:04:47,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_ConfigManAddrEntry,system/test_lldp.py,"V1, V2",
15,gw2,Regression,ft_lldp_lldplocportid,Fail,Mapped,2023-12-30 03:04:48,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocportid,system/test_lldp.py,"V1, V2",
16,gw2,Regression,ft_lldp_lldplocsysname,Fail,Mapped,2023-12-30 03:04:48,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysname,system/test_lldp.py,"V1, V2",
17,gw2,Regression,ft_lldp_lldplocsysdesc,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysdesc,system/test_lldp.py,"V1, V2",
18,gw2,SNMP Agent Optimization,ft_snmp_lldp_prem_manaddr_table,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_rem_man_addr_table,system/test_lldp.py,"V1, V2",
19,gw2,Regression,FtOpSoSwlldpFn011,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
20,gw2,Regression,FtOpSoSwlldpFn010,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
21,gw2,Regression,FtOpSoSwlldpFn009,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
22,gw2,Regression,FtOpSoSwlldpFn008,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
23,gw2,Regression,FtOpSoSwlldpFn004,Fail,Mapped,2023-12-30 03:04:49,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V1, V2",
24,gw2,Regression,FtOpSoSwlldpFn013,Fail,Mapped,2023-12-30 03:04:50,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_docker_restart,system/test_lldp.py,"V1, V2",
25,gw2,Regression,lldp_verify_counters,Fail,Mapped,2023-12-30 03:04:50,module configuration failed. LLDP neighbors information is not found after polling @5445,test_lldp_verify_counters,system/test_lldp.py,"V1, V2",
26,gw2,Regression,ft_lldp_with_remote_server,Fail,Mapped,2023-12-30 03:04:50,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_with_remote_server,system/test_lldp.py,"V1, V2",
27,gw2,Regression,FtOpSoSyInIpFn002,Fail,Mapped,2023-12-30 03:09:22,interface is down on DUT ['Ethernet16'],test_ft_port_fn_verify_shut_noshut,system/test_interface.py,"V1, V2",
28,gw3,Regression,ft_ssh_service_disable,Pass,Mapped,2023-12-30 03:10:35,Test case passed,test_ft_ssh_service_disable,system/test_ssh.py,"V3, V4",
29,gw6,Instrumentation,ft_sf_wm_telemetry_interval,Pass,Mapped,2023-12-30 03:17:07,verification of configured telemetry interval and reset to default interval is successful,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V2,
30,gw6,Instrumentation Enhancements,ft_sf_snapshot_tam_Error_Logs,Fail,SubTest,2023-12-30 03:17:07,Error logs are getting generated on the device,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V2,
31,gw5,Regression,ft_snmp_sysName,Fail,Mapped,2023-12-30 03:18:04,sysname output is not in sync between system and snmp,test_ft_snmp_sysName,system/test_snmp.py,V1,
32,gw5,Regression,ft_snmp_test_syUpTime,Pass,Mapped,2023-12-30 03:18:10,Test case passed,test_ft_snmp_test_syUpTime,system/test_snmp.py,V1,
33,gw5,Regression,ft_snmp_sysDescr,Pass,Mapped,2023-12-30 03:18:17,Test case passed,test_ft_snmp_sysDescr,system/test_snmp.py,V1,
34,gw5,Regression,FtOpSoSySnFn008,Pass,Mapped,2023-12-30 03:18:28,Test case passed,test_ft_snmp_mib_2,system/test_snmp.py,V1,
35,gw5,Regression,FtOpSoSySnFn009,Pass,Mapped,2023-12-30 03:18:33,Test case passed,test_ft_snmp_if_mib_all,system/test_snmp.py,V1,
36,gw5,Regression,FtOpSoSySnFn010,Pass,Mapped,2023-12-30 03:18:38,Test case passed,test_ft_snmp_entity_mib_all,system/test_snmp.py,V1,
37,gw5,Regression,FtOpSoSySnFn013,Pass,Mapped,2023-12-30 03:18:43,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V1,
38,gw5,Regression,FtOpSoSySnFn012,Pass,Mapped,2023-12-30 03:18:43,Test case passed,test_ft_snmp_dot1q_dot1db_mib,system/test_snmp.py,V1,
39,gw5,Regression,FtOpSoSySnFn015,Pass,Mapped,2023-12-30 03:18:59,Test case passed,test_ft_snmp_root_node_walk,system/test_snmp.py,V1,
40,gw5,Regression,FtOpSoSySnFn016,Pass,Mapped,2023-12-30 03:19:09,Test case passed,test_ft_snmp_ipAddressRowStatus_ipv6,system/test_snmp.py,V1,
41,gw5,Regression,FtOpSoSySnFn017,Pass,Mapped,2023-12-30 03:19:13,Test case passed,test_ft_snmp_ipAddressStorageType_ipv6,system/test_snmp.py,V1,
42,gw5,Regression,FtOpSoSySnFn020,Pass,Mapped,2023-12-30 03:19:18,Test case passed,test_ft_snmp_ipv6_If_Forward_default_HopLimit,system/test_snmp.py,V1,
43,gw5,Regression,FtOpSoSySnFn021,Pass,Mapped,2023-12-30 03:19:22,Test case passed,test_ft_snmp_ipv6scope_index_table,system/test_snmp.py,V1,
44,gw5,Regression,test_snmp_ip_forward_table,Pass,Mapped,2023-12-30 03:19:30,Test case passed,test_ft_snmp_ip_forward_table,system/test_snmp.py,V1,
