#,Module,Function,DUTs,MEM-INITIAL,MEM-FINAL,MEM-DIFF,CPU-INITIAL,CPU-FINAL,CPU-DIFF
0,routing/test_arp.py,test_ft_arp_dynamic_renew_traffic_test,1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
1,routing/test_arp.py, --Module--,1,NE,NE,NE,NE,NE,NE
