#,Node,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,gw3,Regression,ft_add_unknownvlan_interface,Pass,Mapped,2023-12-27 02:56:16,Test case passed,test_ft_add_unknownvlan_interface,switching/test_vlan.py,"V3, V4",
2,gw3,Regression,ft_vlan_delete_with_member,Pass,Mapped,2023-12-27 02:56:29,Test case passed,test_ft_vlan_delete_with_member,switching/test_vlan.py,"V3, V4",
3,gw3,Regression,ft_vlan_trunk_tagged,Pass,Mapped,2023-12-27 02:57:55,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
4,gw3,Regression,ft_show_vlan_brief,Pass,Mapped,2023-12-27 02:57:55,Test case passed,test_ft_vlan_trunk_tagged,switching/test_vlan.py,"V3, V4",
5,gw2,Regression,FtOpSoSwLagFn042,Fail,Mapped,2023-12-27 02:58:10,"Portchannel PortChannel7 on V2 with member ['Ethernet16', 'Ethernet20'] verification failed",test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
6,gw2,Regression,FtOpSoSwLagFn041,Fail,Mapped,2023-12-27 02:58:10,"Portchannel PortChannel7 on V2 with member ['Ethernet16', 'Ethernet20'] verification failed",test_ft_portchannel_with_vlan_variations,switching/test_portchannel.py,"V1, V2",
7,gw2,PortChannel Config Enhancements,FtOpSoSwPominFn007,ConfigFail,Mapped,2023-12-27 02:58:50,pre-test configuration failed Invalid error code PortChannel Verification Failed : unknown message identifier 'PortChannel Verification Failed' @5430,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,switching/test_portchannel.py,"V1, V2",
8,gw2,Regression,ft_ssh_service_disable,Pass,Mapped,2023-12-27 03:02:41,Test case passed,test_ft_ssh_service_disable,system/test_ssh.py,"V1, V2",
9,gw3,warmboot,ft_reboot_fdb_fast_reboot,ScriptError,Mapped,2023-12-27 03:03:09,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
10,gw3,warmboot,ft_max_vlan_save_reload,ScriptError,Mapped,2023-12-27 03:03:09,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
11,gw3,warmboot,FtOpSoSysFRFn005,ScriptError,Mapped,2023-12-27 03:03:09,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,test_ft_vlan_save_config_warm_and_fast_reboot,switching/test_vlan.py,"V3, V4",
12,gw3,Regression,FtOpSoSyInIpFn002,Fail,Mapped,2023-12-27 03:10:14,interface is down on DUT ['Ethernet48'],test_ft_port_fn_verify_shut_noshut,system/test_interface.py,"V3, V4",
13,gw2,Regression,ft_ssh_add_user_verify,Fail,Mapped,2023-12-27 03:11:51,Test case Failed.,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
14,gw2,Control Plane ACL,test_ft_controlplane_acl_service_sshv4,Pass,SubTest,2023-12-27 03:11:51,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
15,gw2,Control Plane ACL,test_ft_controlplane_acl_service_sshv6,Pass,SubTest,2023-12-27 03:11:51,SSH failed,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
16,gw2,Control Plane ACL,test_ft_controlplane_acl_service_snmp,Fail,SubTest,2023-12-27 03:11:51,SNMP output is not found after walk of with control plane ACL service SNMP after reboot OID,test_ft_ssh_add_user_verify,system/test_ssh.py,"V1, V2",
17,gw2,Regression,CETA_SONIC_67575,Pass,Mapped,2023-12-27 03:12:12,Test case passed,test_ft_verify_logs_at_the_time_of_ssh_login_success,system/test_ssh.py,"V1, V2",
18,gw3,Regression,ft_lldp_LocManAddrLen,Fail,Mapped,2023-12-27 03:16:25,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrLen,system/test_lldp.py,"V3, V4",
19,gw3,Regression,ft_lldp_LocManAddrlfld,Fail,Mapped,2023-12-27 03:16:25,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrlfld,system/test_lldp.py,"V3, V4",
20,gw3,Regression,ft_lldp_LocManAddrEntry,Fail,Mapped,2023-12-27 03:16:25,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_LocManAddrEntry,system/test_lldp.py,"V3, V4",
21,gw3,Regression,ft_lldp_ConfigManAddrEntry,Fail,Mapped,2023-12-27 03:16:26,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_ConfigManAddrEntry,system/test_lldp.py,"V3, V4",
22,gw3,Regression,ft_lldp_lldplocportid,Fail,Mapped,2023-12-27 03:16:26,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocportid,system/test_lldp.py,"V3, V4",
23,gw3,Regression,ft_lldp_lldplocsysname,Fail,Mapped,2023-12-27 03:16:26,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysname,system/test_lldp.py,"V3, V4",
24,gw3,Regression,ft_lldp_lldplocsysdesc,Fail,Mapped,2023-12-27 03:16:27,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_lldplocsysdesc,system/test_lldp.py,"V3, V4",
25,gw3,SNMP Agent Optimization,ft_snmp_lldp_prem_manaddr_table,Fail,Mapped,2023-12-27 03:16:27,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_rem_man_addr_table,system/test_lldp.py,"V3, V4",
26,gw3,Regression,FtOpSoSwlldpFn011,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V3, V4",
27,gw3,Regression,FtOpSoSwlldpFn010,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V3, V4",
28,gw3,Regression,FtOpSoSwlldpFn009,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V3, V4",
29,gw3,Regression,FtOpSoSwlldpFn008,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V3, V4",
30,gw3,Regression,FtOpSoSwlldpFn004,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_non_default_config,system/test_lldp.py,"V3, V4",
31,gw3,Regression,FtOpSoSwlldpFn013,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_docker_restart,system/test_lldp.py,"V3, V4",
32,gw3,Regression,lldp_verify_counters,Fail,Mapped,2023-12-27 03:16:28,module configuration failed. LLDP neighbors information is not found after polling @5445,test_lldp_verify_counters,system/test_lldp.py,"V3, V4",
33,gw3,Regression,ft_lldp_with_remote_server,Fail,Mapped,2023-12-27 03:16:29,module configuration failed. LLDP neighbors information is not found after polling @5445,test_ft_lldp_with_remote_server,system/test_lldp.py,"V3, V4",
34,gw5,Instrumentation,ft_sf_wm_telemetry_interval,Pass,Mapped,2023-12-27 03:19:58,verification of configured telemetry interval and reset to default interval is successful,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V1,
35,gw5,Instrumentation Enhancements,ft_sf_snapshot_tam_Error_Logs,Fail,SubTest,2023-12-27 03:19:58,Error logs are getting generated on the device,test_ft_watermark_telemetry_interval,system/test_snapshot.py,V1,
36,gw6,Regression,ft_tacacsauth_enable_pamfile_created,Fail,Mapped,2023-12-27 03:22:56,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
37,gw6,Regression,ft_tacacs_ssh_login,Fail,Mapped,2023-12-27 03:22:56,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
38,gw6,Regression,ft_tacacs_single_server_for_auth,Fail,Mapped,2023-12-27 03:22:56,PAM file is not created,test_ft_tacacs_ssh_login_with_tacacs_operations,security/test_tacacs.py,V3,
