Feature Type,Pass Rate,Executed,Pass,Non Pass,Not Run,Effective Pass Rate,Exec Time,SysLogs,Env Fail Rate,Skipped Rate,Script Error Rate,Unsupported Rate,CDT
OverAll,65.91%,132,87,45,3,67.44%,2:55:29,0,0.76%,0.00%,0.00%,1.52%,5:47:16
