#,Module,Devices,Models,Chips,TGen,Count,Pass,Rate,Time
1,switching/test_portchannel.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,3,3,100.00%,0:01:39
2,system/test_lldp.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,16,0,0.00%,0:03:58
3,system/test_ssh.py,"V1, V2","UNKNOWN, UNKNOWN","VS, VS",scapy,6,1,16.67%,0:40:53
